Name,Link,Type,Kitchen,Recipe,Ingredient_num,Portion_num,Time,Likes,Dislikes,Bookmarks
Клубничный мармелад с базиликовым муссом,/recepty/vypechka-deserty/klubnichnij-marmelad-s-bazilikovim-mussom-33505,Выпечка и десерты,,,14,6,40 минут,1,0,46
Перловка с белыми грибами,/recepty/osnovnye-blyuda/perlovka-s-belimi-gribami-40607,Основные блюда,,,5,2,1 час,2,0,46
Салат «Цезарь» с портобелло,/recepty/salaty/salat-cezar-s-portobello-21807,Салаты,Американская кухня,,10,6,30 минут,3,1,46
Гречневые голубцы с грибным ассорти,/recepty/osnovnye-blyuda/grechnevie-golubci-s-gribnim-assorti-43698,Основные блюда,Русская кухня,,13,6,1 час  20 минут,0,1,46
Овощи томленые в соусе «Тарантино»,/recepty/zakuski/ovoschi-tomlenye-v-souse-tarantino-92363,Закуски,Итальянская кухня,,10,2,20 минут,2,1,45
Миндальные корзиночки с фруктовым заварным кремом,/recepty/vypechka-deserty/mindalnie-korzinochki-s-fruktovim-zavarnim-kremom-49583,Выпечка и десерты,Европейская кухня,,10,4,1 час,1,1,45
"Теплый салат из дикого риса, кураги и фисташек",/recepty/salaty/teplij-salat-iz-dikogo-risa-kuragi-fistashek-28102,Салаты,Итальянская кухня,,13,4,30 минут,2,1,45
Суп с фрикадельками и сладким перцем,/recepty/supy/sup-s-frikadelkami-i-sladkim-percem-58157,Супы,Европейская кухня,,14,4,30 минут,1,0,45
Суп с яблоками и карри,/recepty/supy/sup-s-jablokami-karri-24106,Супы,Индийская кухня,,6,4,35 минут,3,0,45
Жареная килька,/recepty/zakuski/zharenaja-kilka-19521,Закуски,Русская кухня,,7,4,30 минут,4,1,45
Лапша с арахисом по-тайски,/recepty/osnovnye-blyuda/lapsha-s-arahisom-po-tajski-53933,Основные блюда,Тайская кухня,Веганская еда,15,4,30 минут,2,0,45
Постный борщ с коньяком,/recepty/supy/postnij-borsch-s-konjakom-30304,Супы,Авторская кухня,,13,12,45 минут,0,2,45
Тайский салат из курицы с кешью,/recepty/salaty/tajskij-salat-iz-kurici-s-keshju-53535,Салаты,Тайская кухня,,12,4,40 минут,3,2,44
Суп-пюре из цветной капусты и голубого сыра,/recepty/supy/sup-pjure-iz-cvetnoj-kapusti-i-golubogo-sira-34733,Супы,Итальянская кухня,,16,4,45 минут,1,0,44
Крепкий костный телячий бульон,/recepty/bulony/krepkij-kostnij-teljachij-bulon-26053,Бульоны,Французская кухня,,12,10,7 часов,0,1,44
Постные «бризольки»,/recepty/osnovnye-blyuda/postnye-brizolki-68842,Основные блюда,Веганская еда,,9,8,20 минут,1,0,44
Винегрет с дижонской горчицей,/recepty/salaty/vinegret-s-dizhonskoj-gorchicej-30749,Салаты,Русская кухня,Веганская еда,10,10,1 час  30 минут,0,3,44
Пенне с горчично-грибным соусом,/recepty/pasta-picca/penne-s-gorchichno-gribnim-sousom-25531,Паста и пицца,Европейская кухня,,12,2,25 минут,2,0,44
Рис с колбасками и беконом,/recepty/osnovnye-blyuda/ris-s-kolbaskami-bekonom-15972,Основные блюда,Британская кухня,,10,4,40 минут,1,0,44
Сырные пончики,/recepty/vypechka-deserty/sirnie-ponchiki-34989,Выпечка и десерты,Русская кухня,,8,4,30 минут,4,1,44
Лингвини с лимоном,/recepty/pasta-picca/lingvini-s-limonom-15755,Паста и пицца,Авторская кухня,,6,4,30 минут,3,1,44
Холодный кисломолочный суп с баклажанами или кабачками,/recepty/supy/holodnij-kislomolochnij-sup-s-baklazhanami-ili-kabachkami-18705,Супы,Русская кухня,,9,2,50 минут,2,0,44
Оленина с брусничным соусом,/recepty/osnovnye-blyuda/olenina-s-brusnichnim-sousom-40795,Основные блюда,Европейская кухня,,23,3,1 час  30 минут,3,0,43
Яйца пашот со спаржей,/recepty/osnovnye-blyuda/jajca-pashot-so-sparzhej-17189,Основные блюда,Авторская кухня,,10,6,1 час,2,2,43
Чечевица с чесноком в томатном соусе,/recepty/osnovnye-blyuda/chechevica-s-chesnokom-v-tomatnom-souse-58413,Основные блюда,Европейская кухня,Веганская еда,8,10,45 минут,1,0,43
Тапас из баклажанов с лисичками и тапенадом,/recepty/zakuski/tapas-iz-baklazhanov-s-lisichkami-i-tapenadom-46237,Закуски,Европейская кухня,,12,4,45 минут,2,0,43
Молочная карамель,/recepty/vypechka-deserty/molochnaja-karamel-48377,Выпечка и десерты,Европейская кухня,,5,8,35 минут,1,0,43
"Солянка с сельдью, помидорами и сладким стручковым перцем",/recepty/supy/soljanka-s-seldju-pomidorami-sladkim-struchkovim-percem-17876,Супы,Русская кухня,,16,4,30 минут,1,0,43
Кукси с говядиной,/recepty/supy/kuksi-s-govyadinoy-137483,Супы,Корейская кухня,,16,1,1 час,1,0,43
Винегрет с квашеной капустой,/recepty/salaty/vinegret-s-kvashenoj-kapustoj-47231,Салаты,Европейская кухня,,9,4,30 минут,4,1,43
Куриное корма карри,/recepty/osnovnye-blyuda/kurinoe-korma-karri-46443,Основные блюда,Европейская кухня,,12,4,40 минут,1,0,43
Рис со шпинатом и брокколи в китайском стиле,/recepty/osnovnye-blyuda/ris-so-shpinatom-i-brokkoli-v-kitajskom-stile-55689,Основные блюда,Вегетарианская еда,,11,4,20 минут,1,1,43
Макароны в молочно-овощном соусе  с пряными травами,/recepty/pasta-picca/makaroni-v-molochno-ovoshhnom-souse-s-prjanimi-travami-42171,Паста и пицца,,,12,4,30 минут,1,0,43
Галантин из курицы с ароматным бульоном,/recepty/osnovnye-blyuda/galantin-iz-kurici-s-aromatnim-bulonom-35379,Основные блюда,Тайская кухня,,17,8,2 часа,2,0,43
Феттучини карбонара,/recepty/pasta-picca/fettuchini-karbonara-37631,Паста и пицца,Итальянская кухня,,11,4,40 минут,2,2,43
Соте из курицы по рецепту Сергея Пархоменко,/recepty/osnovnye-blyuda/sote-iz-kurici-po-receptu-sergeja-parhomenko-21316,Основные блюда,,,13,5,1 час,1,0,43
Острый салат из огурцов,/recepty/salaty/ostryy-salat-iz-ogurcov-114380,Салаты,Корейская кухня,,13,4,30 минут,2,0,42
Домашний сыр на кефире с зеленью,/recepty/zakuski/domashnij-sir-na-kefire-s-zelenju-53232,Закуски,Европейская кухня,,7,4,30 минут,1,2,42
Сливочно-лимонные феттучини с горохом и брокколи,/recepty/pasta-picca/slivochno-limonnie-fettuchini-s-gorohom-i-brokkoli-45890,Паста и пицца,Итальянская кухня,,9,3,20 минут,2,1,42
Постные манты с тыквой и соусом,/recepty/osnovnye-blyuda/postnye-manty-s-tykvoy-i-sousom-92353,Основные блюда,Татарская кухня,Постная еда,15,6,40 минут,1,0,42
Суп из тыквы со сладким перцем и семечками,/recepty/supy/sup-iz-tikvi-so-sladkim-percem-i-semechkami-46948,Супы,,,9,2,40 минут,1,1,42
Плов со специями и орехами,/recepty/osnovnye-blyuda/plov-so-specijami-orehami-17731,Основные блюда,Азербайджанская кухня,,12,4,30 минут,1,0,42
Классическое лобио,/recepty/osnovnye-blyuda/klassicheskoe-lobio-34304,Основные блюда,Европейская кухня,,9,4,1 час  30 минут,4,0,83
Куриные голени в винно-перечном соусе,/recepty/osnovnye-blyuda/kurinie-goleni-v-vinno-perechnom-souse-38089,Основные блюда,Итальянская кухня,,10,4,1 час,1,2,41
Пряный суп с нутом и копченой паприкой,/recepty/supy/prjanij-sup-s-nutom-i-kopchenoj-paprikoj-39199,Супы,Европейская кухня,,26,4,50 минут,3,0,41
«Пальчики» из свинины с грибами,/recepty/osnovnye-blyuda/palchiki-iz-svinini-s-gribami-36662,Основные блюда,Русская кухня,,7,6,1 час,3,0,41
Кусочки куриного филе с рисом,/recepty/osnovnye-blyuda/kusochki-kurinogo-file-s-risom-39942,Основные блюда,Европейская кухня,,10,4,45 минут,6,1,41
Буррито с филе,/recepty/sendvichi/burrito-s-file-45841,Сэндвичи,Мексиканская кухня,,14,5,30 минут,2,0,41
Салат из свеклы и кускуса,/recepty/salaty/salat-iz-svekli-i-kuskusa-56438,Салаты,Европейская кухня,Веганская еда,9,2,10 минут,2,0,41
Печеночный рулет,/recepty/zakuski/pechenochnij-rulet-43653,Закуски,Русская кухня,,8,5,1 час,1,0,41
Ньокки с черемшой и голубым сыром,/recepty/pasta-picca/nokki-s-cheremshoj-golubim-sirom-21983,Паста и пицца,Итальянская кухня,,8,4,30 минут,3,0,41
Долма с соусом на основе кефира,/recepty/osnovnye-blyuda/dolma-s-sousom-na-osnove-kefira-45481,Основные блюда,Греческая кухня,,8,9,2 часа,2,0,41
Камбала под соусом из креветок,/recepty/osnovnye-blyuda/kambala-pod-sousom-iz-krevetok-18325,Основные блюда,,,9,4,35 минут,3,0,41
Кальцоне с ветчиной и сыром под соусом маринара,/recepty/vypechka-deserty/kalcone-s-vetchinoj-i-sirom-pod-sousom-marinara-48302,Выпечка и десерты,Европейская кухня,,17,5,3 часа  30 минут,1,0,40
Лапша с соусом карбоната и сливками,/recepty/pasta-picca/lapsha-s-sousom-karbonata-i-slivkami-48423,Паста и пицца,Европейская кухня,,7,4,35 минут,1,0,40
